Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar	PolicyLossBeforeUpdate	PolicyLossAfterUpdate
135.9958257675171	57	3.3804054054054054	1.534035430005227	29.0	2.0	3.3804054054054054	1.534035430005227	5003	296289	3.542143	3.5016494
138.8988902568817	58	3.686072218128224	3.2403438281272567	72.0	2.0	3.686072218128224	3.2403438281272567	5002	301291	5.248361	5.147962
141.62687397003174	59	4.514440433212997	5.920103496469185	87.0	2.0	4.514440433212997	5.920103496469185	5002	306293	9.008245	8.73715
143.91648244857788	60	7.147142857142857	13.425234463805959	99.0	2.0	7.147142857142857	13.425234463805959	5003	311296	22.157581	21.783398
145.73579001426697	61	26.77005347593583	40.186670861996056	153.0	2.0	26.77005347593583	40.186670861996056	5006	316302	58.19522	59.79919
147.447993516922	62	181.78571428571428	167.3551307726129	602.0	3.0	181.78571428571428	167.3551307726129	5090	321392	226.39197	245.75626
149.20925855636597	63	856.3333333333334	222.01026002317	1000.0	414.0	856.3333333333334	222.01026002317	5138	326530	611.5814	627.7178
151.09758472442627	64	366.73333333333335	226.31908644409313	1000.0	7.0	366.73333333333335	226.31908644409313	5501	332031	337.27158	337.4788
153.00495076179504	65	462.3333333333333	257.06397820170935	910.0	105.0	462.3333333333333	257.06397820170935	5548	337579	395.22067	403.25037
154.72518038749695	66	834.0	371.1872842649651	1000.0	4.0	834.0	371.1872842649651	5004	342583	650.55646	684.83105
156.58948826789856	67	911.6666666666666	197.51933801248143	1000.0	470.0	911.6666666666666	197.51933801248143	5470	348053	607.2502	628.1903
158.6279628276825	68	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	354053	630.25244	636.1125
160.7344455718994	69	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	360053	612.43976	615.7888
163.01108598709106	70	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	366053	600.6561	617.75806
165.06554532051086	71	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	372053	586.12054	668.5795
167.0819993019104	72	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	378053	571.65576	716.464
168.81322979927063	73	196.69230769230768	98.23432316925032	363.0	4.0	196.69230769230768	98.23432316925032	5114	383167	134.79692	151.13141
170.5584647655487	74	68.24324324324324	55.608382318459576	140.0	2.0	68.24324324324324	55.608382318459576	5050	388217	61.120434	66.415665
172.41480255126953	75	20.00796812749004	35.74433251617482	106.0	2.0	20.00796812749004	35.74433251617482	5022	393239	44.613724	46.694473
174.71543669700623	76	7.288209606986899	18.188761766045943	108.0	2.0	7.288209606986899	18.188761766045943	5007	398246	28.17131	27.9751
177.02806520462036	77	7.276011560693641	18.09593421073927	98.0	2.0	7.276011560693641	18.09593421073927	5035	403281	27.35401	27.335909
178.92412209510803	78	18.643122676579925	34.139541975667605	107.0	2.0	18.643122676579925	34.139541975667605	5015	408296	40.0696	41.281536
180.68825912475586	79	62.146341463414636	49.60677617737994	115.0	3.0	62.146341463414636	49.60677617737994	5096	413392	48.95871	52.03749
182.42147946357727	80	121.35714285714286	21.238802572034928	153.0	3.0	121.35714285714286	21.238802572034928	5097	418489	61.02776	66.35091
184.1267056465149	81	242.1904761904762	92.5380843337174	527.0	152.0	242.1904761904762	92.5380843337174	5086	423575	128.77667	182.92065
186.1621389389038	82	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	429575	457.72342	731.83435
188.19059371948242	83	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	435575	445.79004	1065.7781
190.27606010437012	84	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	441575	440.8424	1129.4427
192.30150079727173	85	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	447575	429.72305	529.8531
194.36396980285645	86	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	453575	422.88562	435.34378
196.416437625885	87	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	459575	405.74774	434.51178
198.482901096344	88	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	465575	407.48184	459.34143
200.53235721588135	89	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	471575	385.92145	411.142
202.58982300758362	90	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	477575	388.25797	520.4013
204.63126063346863	91	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	483575	384.3894	440.12714
206.68873620033264	92	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	489575	381.38617	413.55807
208.77721571922302	93	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	495575	379.18774	420.5917
211.16591596603394	94	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	501575	382.56805	462.84308
213.2473816871643	95	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	507575	390.5521	467.19174
215.297837972641	96	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	513575	392.15933	399.6161
217.35129714012146	97	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	519575	394.28024	409.52167
219.52684211730957	98	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	525575	409.8298	433.89157
221.66137599945068	99	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	531575	417.1205	462.71338
